#Organism group	BioProject	BioSample	Strain	Isolate	Isolate identifiers	Assembly	Run	Location	Lat/Lon	Collection date	Isolation source	Isolation type	Collected by	Host	Create date	AMR genotypes	AST phenotypes	Length	Contigs	N50	Platform	SNP cluster	Min-diff	Scientific name	Computed types	Virulence genotypes	Host disease
Klebsiella pneumoniae	PRJNA176122	SAMN01939166	JHCK	PDT000011670.2	"JHCK","MTE2","SRS399118"	GCA_000316265.2		Argentina	34.0000 S 64.0000 W	1980	cerebrospinal fluid	clinical	Tolmasky	human (infant)	2013-04-05T19:54:00Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaOXA-9=COMPLETE,blaSCO-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6015282	227	129981				Klebsiella pneumoniae JHCK1			pneumonae
Klebsiella pneumoniae	PRJNA1337177	SAMN52211346	ST307	PDT003151620.1	"636_LAEV","SRS26771443","ST307"	GCA_056156065.1		Brazil: Minas Gerais		2024	Carcasses	environmental/other	LAEV - UFMG	Gallus gallus domesticus	2026-03-20T13:02:44Z	aac(6')-Ib-cr5=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5596417	94	254315		PDS000061345.58	27	Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA1337177	SAMN52211345	ST323	PDT003151621.1	"569_LAEV","SRS26771441","ST323"	GCA_056156085.1		Brazil: Minas Gerais		2024	Carcasses	environmental/other	LAEV - UFMG	Gallus gallus domesticus	2026-03-20T13:02:51Z	aac(3)-IId=COMPLETE,aadA1=COMPLETE,blaCTX-M-15=COMPLETE,blaSHV-11=COMPLETE,dfrA32=COMPLETE,emrD=COMPLETE,ere(A)=COMPLETE,fosA7=MISTRANSLATION,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE,qnrE1=COMPLETE,sat2=COMPLETE		5482100	73	273403				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA1337177	SAMN52211344	ST4536	PDT003151622.1	"54 sub_LAEV","SRS26771442","ST4536"	GCA_056156105.1		Brazil: Minas Gerais		2024	Carcasses	environmental/other	LAEV - UFMG	Gallus gallus domesticus	2026-03-20T13:03:16Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA27=COMPLETE,dfrA32=COMPLETE,emrD=COMPLETE,ere(A)=COMPLETE,floR=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB52=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(D)=COMPLETE		5767699	100	214308				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683136	SAMN17023246	ONE245	PDT003152090.1	"ONE245"	GCA_056172115.1		Brazil: Para	1.457778 S 48.465556 W	2019	sputum	clinical	Ana Judith P.G. Quaresma	Homo sapiens	2026-03-21T03:11:22Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_Q30Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,rmtG=COMPLETE,sul2=PARTIAL_END_OF_CONTIG		5525978	196	146160				Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Respiratory tract infection
Klebsiella pneumoniae	PRJNA683137	SAMN17023248	ONE246	PDT003152091.1	"ONE246"	GCA_056172135.1		Brazil: Pernambuco	8.05428 S 34.8813 W	2014	blood	clinical	Marcia Morais	Homo sapiens	2026-03-21T03:12:23Z	aac(3)-IVa=COMPLETE,aac(6')-Iq=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,catA2=COMPLETE,cmlA4=COMPLETE,dfrA15=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87H=POINT,gyrA_S83Y=POINT,ompK35_W230Ter=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE		6031966	221	92091				Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683138	SAMN17023247	ONE248	PDT003152092.1	"ONE248"	GCA_056172155.1		Brazil: Santa Catarina	27.5969 S 48.5495 W	2019	blood	clinical	Thais Sincero	Homo sapiens	2026-03-21T03:12:31Z	aac(3)-IId=COMPLETE,aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaNDM-1=COMPLETE,blaOXA-9=COMPLETE,blaSHV-11=COMPLETE,blaTEM=COMPLETE,ble=COMPLETE,cmlA4=COMPLETE,dfrA15=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,ramR_W95Ter=POINT,sul2=COMPLETE,tet(A)=COMPLETE,tet(C)=COMPLETE		5607024	86	144234				Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683166	SAMN17023528	ONE266	PDT003152094.1	"ONE266"	GCA_056172195.1		Brazil: Sao Paulo	23.525278 S 46.559167 W	2016	water sample	environmental/other	Maria Ines Zanoli Sato, Carlos Jesus Brandao		2026-03-21T03:14:13Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,cirA_T568SfsTer20=POINT,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(G)=COMPLETE		5698187	174	91161		PDS000012476.44	25	Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683165	SAMN17023527	ONE267	PDT003152095.1	"ONE267"	GCA_056172215.1		Brazil: Sao Paulo	23.9991 S 46.4133 W	2017	household swab sample	environmental/other	Miriam Fernandes, Fabio Sellera		2026-03-21T03:14:26Z	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_Y76TerfsTer0=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5466930	95	108725				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683163	SAMN17023525	ONE280	PDT003152096.1	"ONE280"	GCA_056172235.1		Brazil: Sao Paulo	23.454444 S 46.910000 W	2017	water sample	environmental/other	Maria Ines Zanoli Sato, Carlos Jesus Brandao		2026-03-21T03:14:39Z	blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,ramR_W95Ter=POINT,sul1=COMPLETE,tet(A)=COMPLETE,tet(D)=COMPLETE		5377054	95	120911				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683161	SAMN17023523	ONE284	PDT003152097.1	"ONE284"	GCA_056172255.1		Brazil: Sao Paulo	23.530767 S 46.748376 W	2011	water sample	environmental/other	Doroti Garcia		2026-03-21T03:15:25Z	aac(6')-Ib-cr5=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA=COMPLETE,blaSHV-11=COMPLETE,catA1=COMPLETE,catB3=PARTIAL,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK36_S45IfsTer1=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE		5529153	105	173713		PDS000253866.2	0	Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683162	SAMN17023524	ONE283	PDT003152098.1	"ONE283"	GCA_056172275.1		Brazil: Sao Paulo	23.5874 S 46.6590 W	2013	water sample	environmental/other	Doroti Garcia		2026-03-21T03:15:32Z	blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87G=POINT,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,tet(A)=COMPLETE		5785947	503	24919		PDS000259652.1	0	Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA683168	SAMN17023567	ONE250	PDT003152099.1	"ONE250"	GCA_056172295.1		Brazil: Sao Paulo	23.3965 S 46.3214 W	2016	lettuce leaf sample	environmental/other	Ralf Lopes		2026-03-21T03:16:16Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,blaOXA-1=COMPLETE,blaSHV-77=COMPLETE,catA1=COMPLETE,catB3=PARTIAL,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE,tet(A)=COMPLETE		5311340	20	3031323		PDS000013084.6	24	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA683173	SAMN17023580	ONE276	PDT003152100.1	"ONE276"	GCA_056172315.1		Brazil: Sao Paulo	21.1767 S 47.8208 W	2011		clinical	Doroti Garcia	Homo sapiens	2026-03-21T03:17:13Z	aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaCTX-M-8=COMPLETE,blaKPC-2=COMPLETE,blaOXA=MISTRANSLATION,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM=PARTIAL_END_OF_CONTIG,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrE=PARTIAL_END_OF_CONTIG,sul1=COMPLETE		5599679	298	115608				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683175	SAMN17023631	ONE257	PDT003152101.1	"ONE257"	GCA_056172335.1		Brazil: Sao Paulo	23.557077 S 46.669821 W	2003	blood	clinical	Nilton Lincopan	Homo sapiens	2026-03-21T03:17:26Z	aac(6')-31=COMPLETE,aadA1=COMPLETE,aph(3')-VIa=COMPLETE,blaCTX-M-9=COMPLETE,blaIMP-1=COMPLETE,blaSHV-110=COMPLETE,bleO=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,ompK36_D121IfsTer20=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5410236	102	142385		PDS000259651.1		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683177	SAMN17023632	ONE263	PDT003152102.1	"ONE263"	GCA_056172355.1		Brazil: Sao Paulo	23.563763 S 46.741412 W	2012	blood	clinical	Silvia Santos	Homo sapiens	2026-03-21T03:17:44Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-187=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5307467	76	213035		PDS000046311.41		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA683178	SAMN17023633	ONE264	PDT003152103.1	"ONE264"	GCA_056172375.1		Brazil: Sao Paulo	23.563763 S 46.741412 W	2015	blood	clinical	Silvia Santos	Homo sapiens	2026-03-21T03:17:54Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-187=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87G=POINT,oqxA=COMPLETE,oqxB25=COMPLETE,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5290075	71	261477		PDS000046311.41		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA683179	SAMN17023634	ONE273	PDT003152104.1	"ONE273"	GCA_056172395.1		Brazil: Sao Paulo	23.6666 S 46.5322 W	2011	blood	clinical	Doroti Garcia	Homo sapiens	2026-03-21T03:19:20Z	aac(3)-IId=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,aph(3')-Ia=PARTIAL_END_OF_CONTIG,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA12=COMPLETE,dfrA25=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(D)=COMPLETE		5576662	629	126812		PDS000259653.1		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683180	SAMN17023635	ONE278	PDT003152105.1	"ONE278"	GCA_056172415.1		Brazil: Sao Paulo	23.6666 S 46.5322 W	2011	blood	clinical	Doroti Garcia	Homo sapiens	2026-03-21T03:19:26Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA12=COMPLETE,dfrA25=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK36_K174EfsTer20=POINT,oqxA=COMPLETE,oqxB=PARTIAL_END_OF_CONTIG,parC_S80I=POINT,qnrB2=COMPLETE,sul1=COMPLETE,tet(D)=COMPLETE		5528242	297	95701		PDS000259653.1		Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683183	SAMN17023638	ONE296	PDT003152106.1	"ONE296"	GCA_056172435.1		Brazil: Sao Paulo	22.826907 S 47.064108 W	2016	blood	clinical	Flavio A. Oliveira	Homo sapiens	2026-03-21T03:19:34Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=PARTIAL,sul2=COMPLETE,tet(G)=COMPLETE		5797412	166	109700				Klebsiella pneumoniae			Bloodstream infection
Klebsiella pneumoniae	PRJNA683182	SAMN17023637	ONE297	PDT003152107.1	"ONE297"	GCA_056172455.1		Brazil: Sao Paulo	22.826907 S 47.064108 W	2012	blood	clinical	Flavio A. Oliveira	Homo sapiens	2026-03-21T03:21:11Z	aac(6')-Ib3=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE		5845409	165	113267		PDS000259649.1		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA683184	SAMN17023882	ONE298	PDT003152108.1	"ONE298"	GCA_056172475.1		Brazil: Sao Paulo	22.826907 S 47.064108 W	2013	blood	clinical	Flavio A. Oliveira	Homo sapiens	2026-03-21T03:21:23Z	blaKPC=PARTIAL,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,tet(A)=COMPLETE		5783873	191	100379				Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA683185	SAMN17023883	ONE299	PDT003152109.1	"ONE299"	GCA_056172495.1		Brazil: Sao Paulo	22.826907 S 47.064108 W	2015	blood	clinical	Flavio A. Oliveira	Homo sapiens	2026-03-21T03:21:29Z	aac(6')-Ib3=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE		5836578	185	100379		PDS000259649.1		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA683195	SAMN17024073	ONE277	PDT003152110.1	"ONE277"	GCA_056172515.1		Brazil: Sao Paulo	21.1767 S 47.8208 W	2011	urine	clinical	Doroti Garcia	Homo sapiens	2026-03-21T03:22:10Z	aadA2=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5465997	370	100862				Klebsiella pneumoniae			UTI
Klebsiella pneumoniae	PRJNA683210	SAMN17024588	ONE286	PDT003152111.1	"ONE286"	GCA_056172535.1		Brazil: Sao Paulo	23.5489 S 46.6388 W	2011	rectal swab sample	clinical	Doroti Garcia	Homo sapiens	2026-03-21T03:22:17Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,blaKPC-2=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5863755	299	51591		PDS000012478.13		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA683212	SAMN17024633	ONE301	PDT003152112.1	"ONE301"	GCA_056172555.1		Brazil: Amazonas	3.10719 S 60.0261 W	2011	rectal swab sample	clinical	Marco Vianello	Homo sapiens	2026-03-21T03:23:15Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M=COMPLETE,blaOXA-1=COMPLETE,blaSHV-77=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5562868	109	185710		PDS000013084.6	0	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA683213	SAMN17024634	ONE268	PDT003152113.1	"ONE268"	GCA_056172575.1		Brazil: Sao Paulo	23.9991 S 46.4133 W	2017	rectal swab sample	clinical	Miriam Fernandes, Fabio Sellera	Canis lupus familiaris	2026-03-21T03:23:34Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-187=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE,qnrB1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5349018	92	159532		PDS000046311.41		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA683744	SAMN17036236	ONE282	PDT003152114.1	"ONE282"	GCA_056172595.1		Brazil: Parana	25.4284 S 49.2733 W	2017	Cloacal swab sample	clinical	Terezinha Knobl	Gallus gallus	2026-03-21T03:23:41Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA12=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB19=COMPLETE,sul1=COMPLETE,tet(D)=COMPLETE		5332401	102	209418				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA683765	SAMN17036407	ONE215	PDT003152115.1	"ONE215"	GCA_056172615.1		Brazil: Rio Grande do Sul	30.032778 S 51.230000 W	2017	blood	clinical	Silvia D. de Oliveira	Homo sapiens	2026-03-21T03:23:54Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87Y=POINT,gyrA_S83I=POINT,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5809732	170	113187		PDS000259650.1		Klebsiella pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	Bloodstream infection
Klebsiella pneumoniae	PRJNA1403405	SAMN54624773	Kpn-KPC-1	PDT003169869.1	"Kpn-KPC-1"	GCA_056591395.1		Chile:Santiago	33.26 S 70.39 W	2012	Tissue	clinical	Marcela Cifuentes	Homo sapiens	2026-04-06T03:39:23Z	armA=COMPLETE,blaKPC-2=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83Y=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,ompK35_G62AfsTer1=POINT,ompK36_T136TDT=POINT,oqxA=COMPLETE,oqxB20=COMPLETE,parC_S80I=POINT		5602181	6	5398727		PDS000045311.34	57	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Bone infection
Klebsiella pneumoniae	PRJEB90215	SAMEA118445880		PDT003170357.1	"ERS24835328","OBAC799"		ERR15105302	Brazil		2010					2026-04-08T18:39:35Z	blaSHV-11=COMPLETE,cirA_Q215Ter=POINT,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE		5836370	38	349576	ILLUMINA			Klebsiella pneumoniae		iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,peg-344=COMPLETE,rmpA2=PARTIAL,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE	
Klebsiella pneumoniae	PRJEB90215	SAMEA118445881		PDT003170358.1	"ERS24835329","OBAC840"		ERR15105303	Brazil		2011					2026-04-08T18:39:35Z	blaSHV-11=COMPLETE,cirA_Q215Ter=POINT,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE		5766940	46	308062	ILLUMINA			Klebsiella pneumoniae		iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE	
