acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_054622875.1	Peru	PRJNA1354878	2017	307	no	no	si	si
GCA_054622895.1	Peru	PRJNA1354878	2017	37	no	no	si	si
GCA_054622915.1	Peru	PRJNA1354878	2017	307	no	no	si	si
GCA_054622935.1	Peru	PRJNA1354878	2017	45	no	no	no	no
GCA_054622975.1	Peru	PRJNA1354878	2017	14	no	no	si	si
GCA_054623035.1	Peru	PRJNA1354878	2017	1109	no	no	si	si
GCA_054623055.1	Peru	PRJNA1354878	2017	37	no	no	si	si
GCA_054623095.1	Peru	PRJNA1354878	2017	147	no	no	si	si
GCA_054623135.1	Peru	PRJNA1354878	2017	37	no	no	si	si
GCA_054623195.1	Peru	PRJNA1354878	2017	11	si	no	si	si
GCA_054623235.1	Peru	PRJNA1354878	2017	392	no	no	si	si
GCA_054623245.1	Peru	PRJNA1354878	2017	392	no	no	si	si
GCA_054623275.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054623295.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054623315.1	Peru	PRJNA1354878	2018	15	no	no	no	no
GCA_054623335.1	Peru	PRJNA1354878	2019	307	no	no	no	no
GCA_054623355.1	Peru	PRJNA1354878	2019	348	no	no	no	no
GCA_054623375.1	Peru	PRJNA1354878	2019	147	no	no	no	no
GCA_054623395.1	Peru	PRJNA1354878	2019	1844	no	si	no	si
GCA_054623415.1	Peru	PRJNA1354878	2019	1844	no	si	no	si
GCA_054623435.1	Peru	PRJNA1354878	2019	1844	no	si	no	si
GCA_054623455.1	Peru	PRJNA1354878	2019	147	no	no	no	no
GCA_054623475.1	Peru	PRJNA1354878	2019	147	no	no	si	si
GCA_054623495.1	Peru	PRJNA1354878	2018	629	no	si	no	si
GCA_054623515.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054623535.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054623555.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054623635.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054623655.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054623715.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054623755.1	Peru	PRJNA1354878	2018	11	si	si	no	si
GCA_054623815.1	Peru	PRJNA1354878	2018	307	no	no	si	si
GCA_054623855.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054623875.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054623915.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054623975.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054623995.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054624015.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054624075.1	Peru	PRJNA1354878	2018	1	no	no	no	no
GCA_054624095.1	Peru	PRJNA1354878	2018	219	no	si	no	si
GCA_054624135.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624195.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624215.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624255.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624275.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054624355.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624375.1	Peru	PRJNA1354878	2018	307	no	no	no	si
GCA_054624395.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624415.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624475.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624515.1	Peru	PRJNA1354878	2018	2031	no	no	no	no
GCA_054624575.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054624615.1	Peru	PRJNA1354878	2018	11	si	si	no	si
GCA_054624635.1	Peru	PRJNA1354878	2018	11	si	si	no	si
GCA_054624675.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624735.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054624755.1	Peru	PRJNA1354878	2018	39	no	si	no	si
GCA_054624775.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624815.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624835.1	Peru	PRJNA1354878	2018	39	no	si	no	si
GCA_054624855.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624875.1	Peru	PRJNA1354878	2018	11	si	si	no	si
GCA_054624895.1	Peru	PRJNA1354878	2018	11	si	si	no	si
GCA_054624915.1	Peru	PRJNA1354878	2018	17	no	si	no	si
GCA_054624935.1	Peru	PRJNA1354878	2018	17	no	si	no	si
GCA_054624955.1	Peru	PRJNA1354878	2018	348	no	no	si	si
GCA_054624975.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054624995.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054625015.1	Peru	PRJNA1354878	2018	2031	no	no	no	no
GCA_054625035.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054625055.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054625075.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054625095.1	Peru	PRJNA1354878	2018	15	no	no	si	si
GCA_054625115.1	Peru	PRJNA1354878	2018	15	no	no	si	si
GCA_054625135.1	Peru	PRJNA1354878	2018	2031	no	no	si	si
GCA_054625155.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054625175.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054625195.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054625215.1	Peru	PRJNA1354878	2018	584	no	no	si	si
GCA_054625275.1	Peru	PRJNA1354878	2018	2031	no	no	si	si
GCA_054894165.1	Peru	PRJNA1354878	2012	5765	no	no	no	no
GCA_054894185.1	Peru	PRJNA1354878	2012	1271	no	no	no	no
GCA_054894205.1	Peru	PRJNA1354878	2012	1271	no	no	no	no
GCA_054894225.1	Peru	PRJNA1354878	2012	198	no	no	no	no
GCA_054894245.1	Peru	PRJNA1354878	2012	348	no	no	no	no
GCA_054894265.1	Peru	PRJNA1354878	2012	13	no	no	no	no
GCA_054894285.1	Peru	PRJNA1354878	2011	101	no	no	no	no
GCA_054894305.1	Peru	PRJNA1354878	2013	147	no	no	no	no
GCA_054894325.1	Peru	PRJNA1354878	2013	551	no	no	no	no
GCA_054894345.1	Peru	PRJNA1354878	2013	1758	no	no	no	no
GCA_054894365.1	Peru	PRJNA1354878	2012	129	no	no	no	no
GCA_054894385.1	Peru	PRJNA1354878	2013	11	si	no	no	no
GCA_054894405.1	Peru	PRJNA1354878	2012	147	no	no	no	no
GCA_054894425.1	Peru	PRJNA1354878	2013	11	si	no	no	no
GCA_054894445.1	Peru	PRJNA1354878	2012	1271	no	no	no	no
GCA_054894465.1	Peru	PRJNA1354878	2013	11	si	no	no	no
GCA_054894485.1	Peru	PRJNA1354878	2012	1583	no	no	no	no
GCA_054894505.1	Peru	PRJNA1354878	2012	1583	no	no	no	no
GCA_054894525.1	Peru	PRJNA1354878	2012	11	si	no	no	no
GCA_054894545.1	Peru	PRJNA1354878	2012	11	si	no	no	no
GCA_054894565.1	Peru	PRJNA1354878	2012	1161	no	no	no	no
GCA_054894585.1	Peru	PRJNA1354878	2012	348	no	no	no	no
GCA_054894605.1	Peru	PRJNA1354878	2011	101	no	no	no	no
GCA_054894625.1	Peru	PRJNA1354878	2011	348	no	no	no	no
GCA_054894645.1	Peru	PRJNA1354878	2011	13	no	no	no	no
GCA_054894665.1	Peru	PRJNA1354878	2011	833	no	no	no	no
GCA_054894685.1	Peru	PRJNA1354878	2011	656	no	no	no	no
GCA_054894705.1	Peru	PRJNA1354878	2013	4845	no	no	no	no
GCA_054894725.1	Peru	PRJNA1354878	2013	11	si	no	no	no
GCA_054894745.1	Peru	PRJNA1354878	2013	11	si	no	no	no
GCA_054894765.1	Peru	PRJNA1354878	2013	441	no	no	no	no
GCA_054894785.1	Peru	PRJNA1354878	2013	441	no	no	no	no
GCA_054894805.1	Peru	PRJNA1354878	2013	6234	no	no	no	no
GCA_054894825.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054894845.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054894865.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054894885.1	Peru	PRJNA1354878	2013	13	no	no	no	no
GCA_054894905.1	Peru	PRJNA1354878	2013	629	no	no	no	no
GCA_054894925.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054894945.1	Peru	PRJNA1354878	2013	110	no	no	no	no
GCA_054894965.1	Peru	PRJNA1354878	2013	39	no	no	no	no
GCA_054894985.1	Peru	PRJNA1354878	2013	405	no	no	no	no
GCA_054895005.1	Peru	PRJNA1354878	2013	198	no	no	no	no
GCA_054895025.1	Peru	PRJNA1354878	2013	25	no	no	no	no
GCA_054895045.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895065.1	Peru	PRJNA1354878	2012	45	no	no	no	no
GCA_054895095.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895085.1	Peru	PRJNA1354878	2012	13	no	no	no	no
GCA_054895125.1	Peru	PRJNA1354878	2012	1161	no	no	no	no
GCA_054895145.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895165.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895185.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895205.1	Peru	PRJNA1354878	2013	432	no	no	no	no
GCA_054895225.1	Peru	PRJNA1354878	2013	432	no	no	no	no
GCA_054895245.1	Peru	PRJNA1354878	2013	498	no	no	no	no
GCA_054895265.1	Peru	PRJNA1354878	2013	13	no	no	no	no
GCA_054895285.1	Peru	PRJNA1354878	2013	893	no	no	no	no
GCA_054895305.1	Peru	PRJNA1354878	2013	348	no	no	no	no
GCA_054895325.1	Peru	PRJNA1354878	2013	299	no	no	no	no
GCA_054895345.1	Peru	PRJNA1354878	2013	1401	no	no	no	no
GCA_054895365.1	Peru	PRJNA1354878	2013	661	no	no	no	no
GCA_054895385.1	Peru	PRJNA1354878	2013	661	no	no	no	no
GCA_054895405.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895425.1	Peru	PRJNA1354878	2013	348	no	no	no	no
GCA_054895445.1	Peru	PRJNA1354878	2013	380	no	no	no	no
GCA_054895465.1	Peru	PRJNA1354878	2013	348	no	no	no	no
GCA_054895485.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895505.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895525.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895545.1	Peru	PRJNA1354878	2013	322	no	no	no	no
GCA_054895565.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895585.1	Peru	PRJNA1354878	2013	307	no	no	no	no
GCA_054895605.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895625.1	Peru	PRJNA1354878	2013	15	no	no	no	no
GCA_054895645.1	Peru	PRJNA1354878	2013	307	no	no	no	no
GCA_054895665.1	Peru	PRJNA1354878	2012	273	no	no	no	no
GCA_054895685.1	Peru	PRJNA1354878	2012	273	no	no	no	no
GCA_054895705.1	Peru	PRJNA1354878	2012	895	no	no	no	no
GCA_054895725.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895745.1	Peru	PRJNA1354878	2012	14	no	no	no	no
GCA_054895765.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895785.1	Peru	PRJNA1354878	2012	15	no	no	no	no
GCA_054895805.1	Peru	PRJNA1354878	2012	70	no	no	no	no
GCA_054895825.1	Peru	PRJNA1354878	2012	348	no	no	no	no
GCA_054895845.1	Peru	PRJNA1354878	2012	45	no	no	no	no
GCA_054895865.1	Peru	PRJNA1354878	2012	70	no	no	no	no
GCA_054895885.1	Peru	PRJNA1354878	2012	45	no	no	no	no
GCA_054895905.1	Peru	PRJNA1354878	2012	37	no	no	no	no
GCA_054895925.1	Peru	PRJNA1354878	2011	37	no	no	no	no
GCA_054895945.1	Peru	PRJNA1354878	2012	70	no	no	no	no
GCA_054895965.1	Peru	PRJNA1354878	2011	37	no	no	no	no
GCA_054896025.1	Peru	PRJNA1354878	2011	37	no	no	no	no
GCA_054896045.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_054896065.1	Peru	PRJNA1354878	2011	70	no	no	no	no
GCA_054896085.1	Peru	PRJNA1354878	2011	70	no	no	no	no
GCA_054896105.1	Peru	PRJNA1354878	2011	340	si	no	no	no
GCA_054896125.1	Peru	PRJNA1354878	2011	151	no	no	no	no
GCA_054896145.1	Peru	PRJNA1354878	2011	151	no	no	no	no
GCA_054896165.1	Peru	PRJNA1354878	2011	1373	no	no	no	no
GCA_054896185.1	Peru	PRJNA1354878	2011	151	no	no	no	no
GCA_054896205.1	Peru	PRJNA1354878	2011	70	no	no	no	no
GCA_054896225.1	Peru	PRJNA1354878	2011	70	no	no	no	no
GCA_054896245.1	Peru	PRJNA1354878	2011	70	no	no	no	no
GCA_054896265.1	Peru	PRJNA1354878	2011	11	si	no	no	no
GCA_054896285.1	Peru	PRJNA1354878	2011	11	si	no	no	no
GCA_054896305.1	Peru	PRJNA1354878	2011	11	si	no	no	no
GCA_054896325.1	Peru	PRJNA1354878	2011	342	no	no	no	no
GCA_054896345.1	Peru	PRJNA1354878	2011	342	no	no	no	no
GCA_054896365.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_054896385.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_054896405.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_054896425.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_054896445.1	Peru	PRJNA1354878	2011	15	no	no	no	no
GCA_055401465.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055401485.1	Brazil	PRJNA1420207	2018	15	no	no	si	si
GCA_055401565.1	Brazil	PRJNA1420207	2022	11	si	si	no	si
GCA_055401645.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055401685.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055401705.1	Brazil	PRJNA1420207	2022	-	no	si	no	si
GCA_055401765.1	Brazil	PRJNA1420207	2021	11	si	si	no	si
GCA_055401785.1	Brazil	PRJNA1420207	2021	11	si	si	no	si
GCA_055401825.1	Brazil	PRJNA1420207	2021	37	no	si	no	si
GCA_055401885.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055401925.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055401945.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402005.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402155.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402185.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402225.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402265.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402305.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402345.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402385.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402405.1	Brazil	PRJNA1420207	2022	45	no	no	no	no
GCA_055402445.1	Brazil	PRJNA1420207	2022	11	si	no	no	no
GCA_055402505.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055402525.1	Brazil	PRJNA1420207	2022	5348	no	no	no	no
GCA_055402665.1	Brazil	PRJNA1420207	2022	11	si	si	no	si
GCA_055402725.1	Brazil	PRJNA1420207	2019	258	si	si	no	si
GCA_055402825.1	Brazil	PRJNA1420207	2019	437	si	si	no	si
GCA_055402865.1	Brazil	PRJNA1420207	2019	437	si	si	no	si
GCA_055402885.1	Brazil	PRJNA1420207	2019	437	si	si	no	si
GCA_055402945.1	Brazil	PRJNA1420207	2019	437	si	si	no	si
GCA_055402965.1	Brazil	PRJNA1420207	2019	437	si	si	no	si
GCA_055403125.1	Brazil	PRJNA1420207	2023	16	no	si	no	si
GCA_055403565.1	Brazil	PRJNA1420207	2019	258	si	si	no	si
GCA_055403585.1	Brazil	PRJNA1420207	2021	11	si	si	no	si
GCA_055403645.1	Brazil	PRJNA1420207	2021	11	si	si	no	si
GCA_055403845.1	Brazil	PRJNA1420207	2022	20	no	si	no	si
GCA_055403865.1	Brazil	PRJNA1420207	2019	37	no	no	no	no
GCA_055404025.1	Brazil	PRJNA1420207	2022	258	si	si	no	si
GCA_055404045.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404085.1	Brazil	PRJNA1420207	2019	340	si	no	no	no
GCA_055404105.1	Brazil	PRJNA1420207	2022	258	si	si	no	si
GCA_055404145.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404185.1	Brazil	PRJNA1420207	2023	37	no	no	no	no
GCA_055404265.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404325.1	Brazil	PRJNA1420207	2022	258	si	si	no	si
GCA_055404345.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404365.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404405.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404425.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404445.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404485.1	Brazil	PRJNA1420207	2021	1661	no	no	no	no
GCA_055404705.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404725.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404735.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404765.1	Brazil	PRJNA1420207	2021	11	si	no	no	no
GCA_055404785.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404805.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404825.1	Brazil	PRJNA1420207	2022	258	si	si	no	si
GCA_055404865.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055404905.1	Brazil	PRJNA1420207	2023	11	si	no	si	si
GCA_055404925.1	Brazil	PRJNA1420207	2020	11	si	no	no	no
GCA_055404945.1	Brazil	PRJNA1420207	2023	730	no	no	si	si
GCA_055404965.1	Brazil	PRJNA1420207	2023	730	no	no	si	si
GCA_055404985.1	Brazil	PRJNA1420207	2022	11	si	si	no	si
GCA_055405005.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405045.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405065.1	Brazil	PRJNA1420207	2023	730	no	no	si	si
GCA_055405085.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405165.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405185.1	Brazil	PRJNA1420207	2022	16	no	no	no	no
GCA_055405205.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405225.1	Brazil	PRJNA1420207	2019	258	si	si	no	si
GCA_055405245.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405265.1	Brazil	PRJNA1420207	2022	16	no	no	no	no
GCA_055405305.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405325.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405345.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405365.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405465.1	Brazil	PRJNA1420207	2023	37	no	no	no	no
GCA_055405485.1	Brazil	PRJNA1420207	2020	16	no	si	no	si
GCA_055405645.1	Brazil	PRJNA1420207	2020	258	si	si	no	si
GCA_055405685.1	Brazil	PRJNA1420207	2023	307	no	si	no	si
GCA_055405705.1	Brazil	PRJNA1420207	2020	258	si	si	no	si
GCA_055405725.1	Brazil	PRJNA1420207	2019	258	si	si	no	si
GCA_055405825.1	Brazil	PRJNA1420207	2023	16	no	no	no	no
GCA_055405845.1	Brazil	PRJNA1420207	2023	16	no	si	no	si
GCA_055405865.1	Brazil	PRJNA1420207	2022	16	no	si	no	si
GCA_055405885.1	Brazil	PRJNA1420207	2020	307	no	si	no	si
GCA_055476075.1	Brazil	PRJNA955456	2021	11	si	no	si	si
GCA_978018255.1	Argentina	PRJEB96157	2014	25	no	si	no	si
GCA_978018355.1	Argentina	PRJEB96157	2015	25	no	si	no	si
GCA_978018425.1	Argentina	PRJEB96157	2015	25	no	si	no	si
GCA_978018435.1	Argentina	PRJEB96157	2017	25	no	si	no	si
GCA_978049075.1	Brazil	PRJEB107122	2022	11	si	si	no	si
GCA_978428675.1	Peru	PRJEB107091	2023	45	no	no	no	no
GCA_055648005.1	Chile	PRJNA1420929	2022	-	no	si	no	si
GCA_055648045.1	Chile	PRJNA1420929	2021	1161	no	si	no	si
GCA_055648065.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648125.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648165.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648185.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648245.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648265.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648305.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055648345.1	Chile	PRJNA1420929	2020	2854	no	no	no	no
GCA_055648355.1	Chile	PRJNA1420929	2021	528	no	no	si	si
GCA_055648425.1	Chile	PRJNA1420929	2022	-	no	no	no	no
GCA_055648465.1	Chile	PRJNA1420929	2021	1161	no	si	no	si
GCA_055648485.1	Chile	PRJNA1420929	2021	1161	no	si	no	si
GCA_055648525.1	Chile	PRJNA1420929	2022	45	no	no	si	si
GCA_055648565.1	Chile	PRJNA1420929	2021	1161	no	si	no	si
GCA_055648585.1	Chile	PRJNA1420929	2021	528	no	no	si	si
GCA_055648645.1	Chile	PRJNA1420929	2019	1161	no	si	no	si
GCA_055648685.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055648705.1	Chile	PRJNA1420929	2021	348	no	no	no	no
GCA_055648725.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055648805.1	Chile	PRJNA1420929	2022	25	no	no	no	no
GCA_055648825.1	Chile	PRJNA1420929	2021	1161	no	si	no	si
GCA_055648865.1	Chile	PRJNA1420929	2022	45	no	no	no	no
GCA_055648925.1	Chile	PRJNA1420929	2022	15	no	no	no	no
GCA_055648945.1	Chile	PRJNA1420929	2021	48	no	no	no	no
GCA_055648965.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055649045.1	Chile	PRJNA1420929	2022	45	no	no	si	si
GCA_055649065.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055649085.1	Chile	PRJNA1420929	2022	45	no	no	si	si
GCA_055649165.1	Chile	PRJNA1420929	2022	45	no	no	si	si
GCA_055649185.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055649225.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649285.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055649305.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649345.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649365.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649425.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649465.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649505.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055649545.1	Chile	PRJNA1420929	2022	25	no	no	no	no
GCA_055649585.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055649605.1	Chile	PRJNA1420929	2021	-	no	no	no	no
GCA_055649655.1	Chile	PRJNA1420929	2021	-	no	no	no	no
GCA_055649705.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055649725.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055649765.1	Chile	PRJNA1420929	2022	25	no	no	no	no
GCA_055649825.1	Chile	PRJNA1420929	2021	45	no	no	si	si
GCA_055649845.1	Chile	PRJNA1420929	2020	45	no	no	si	si
GCA_055649865.1	Chile	PRJNA1420929	2022	25	no	no	no	no
GCA_055649925.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055649965.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055649985.1	Chile	PRJNA1420929	2021	25	no	no	no	no
GCA_055650005.1	Chile	PRJNA1420929	2022	25	no	no	no	no
GCA_055650085.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654665.1	Chile	PRJNA1420929	2020	25	no	no	no	no
GCA_055654705.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654765.1	Chile	PRJNA1420929	2019	-	no	no	no	no
GCA_055654785.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654805.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654865.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654905.1	Chile	PRJNA1420929	2019	25	no	no	no	no
GCA_055654925.1	Chile	PRJNA1420929	2019	-	no	no	no	no
GCA_055654985.1	Chile	PRJNA1420929	2019	-	no	no	no	no
GCA_055655005.1	Chile	PRJNA1420929	2018	25	no	no	no	no
GCA_055655045.1	Chile	PRJNA1420929	2018	25	no	no	no	no
GCA_055655105.1	Chile	PRJNA1420929	2018	25	no	no	no	no
GCA_055655125.1	Chile	PRJNA1420929	2019	15	no	no	no	no
GCA_055655165.1	Chile	PRJNA1420929	2018	25	no	no	no	no
GCA_055655205.1	Chile	PRJNA1420929	2022	11	si	no	no	no
GCA_055655215.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055655285.1	Chile	PRJNA1420929	2022	11	si	no	si	si
GCA_055655305.1	Chile	PRJNA1420929	2022	15	no	si	no	si
GCA_055655355.1	Chile	PRJNA1420929	2021	13	no	no	no	no
GCA_055655385.1	Chile	PRJNA1420929	2022	-	no	si	no	si
GCA_055655425.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055655465.1	Chile	PRJNA1420929	2022	11	si	si	no	si
GCA_055655505.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655545.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655555.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655625.1	Chile	PRJNA1420929	2020	11	si	no	no	no
GCA_055655665.1	Chile	PRJNA1420929	2020	11	si	no	no	no
GCA_055655685.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655705.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655785.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655805.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055655845.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055655905.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655925.1	Chile	PRJNA1420929	2019	11	si	no	no	no
GCA_055655945.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656005.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656045.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656065.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656125.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656165.1	Chile	PRJNA1420929	2018	11	si	no	no	no
GCA_055656225.1	Chile	PRJNA1420929	2018	11	si	no	no	no
