accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_053320295.1	ensamblado_publico	PRJNA1339005	SAMN52617582	Peru	Lima	2024	2024-07-13	cerebrospinal fluid	clinical	Homo sapiens	UNMSM		113	4091156	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320315.1	ensamblado_publico	PRJNA1339005	SAMN52617581	Peru	Lima	2024	2024-07-23	Bronchial secretion	clinical	Homo sapiens	UNMSM		192	3906957	2	-	KL2	OCL1	si	blaOXA-72	r3-T18	r3-T18
GCA_053320335.1	ensamblado_publico	PRJNA1339005	SAMN52617580	Peru	Lima	2023	2023-07-02	blood	clinical	Homo sapiens	UNMSM		131	4055329	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320355.1	ensamblado_publico	PRJNA1339005	SAMN52617579	Peru	Lima	2023	2023-06-21	blood	clinical	Homo sapiens	UNMSM		97	4102655	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320375.1	ensamblado_publico	PRJNA1339005	SAMN52617578	Peru	Lima	2023	2023-06-13	Bronchial secretion	clinical	Homo sapiens	UNMSM		119	4094511	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320395.1	ensamblado_publico	PRJNA1339005	SAMN52617577	Peru	Lima	2023	2023-05-26	Bronchial secretion	clinical	Homo sapiens	UNMSM		109	4100930	2	-	KL9	OCL1	no	ninguna	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320415.1	ensamblado_publico	PRJNA1339005	SAMN52617576	Peru	Lima	2023	2023-05-26	Bronchoalveolar lavage fluid	clinical	Homo sapiens	UNMSM		127	4037187	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_053320435.1	ensamblado_publico	PRJNA1339005	SAMN52617572	Peru	Lima	2024	2024-04-19	Bronchoalveolar lavage fluid	clinical	Homo sapiens	UNMSM		77	3997496	1079	1483	KL107	OCL3	si	blaOXA-23	r3-T14	
GCA_053320455.1	ensamblado_publico	PRJNA1339005	SAMN52617571	Peru	Lima	2024	2024-04-20	cerebrospinal fluid	clinical	Homo sapiens	UNMSM		108	4115950	2	-	KL9	OCL1	si	blaOXA-72	r3-T28,r3-T3	no_evaluable
GCA_053373735.1	ensamblado_publico	PRJNA1339005	SAMN52617575	Peru	Lima	2024	2024-05-08	Necrotic wound swabs	clinical	Homo sapiens	UNMSM		152	4051201	2	-	KL2	OCL1	no	ninguna	r3-T18,r3-T3	r3-T18
GCA_053373755.1	ensamblado_publico	PRJNA1339005	SAMN52617574	Peru	Lima	2024	2024-05-09	Abscesses	clinical	Homo sapiens	UNMSM		149	3957871	2	-	KL2	OCL1	no	ninguna	r3-T18,r3-T3	r3-T18
GCA_053373775.1	ensamblado_publico	PRJNA1339005	SAMN52617573	Peru	Lima	2024	2024-04-29	Bronchial secretion	clinical	Homo sapiens	UNMSM		107	4116083	2	-	KL9	OCL1	no	ninguna	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053373795.1	ensamblado_publico	PRJNA1339005	SAMN52617570	Peru	Lima	2024	2024-06-07	sputum	clinical	Homo sapiens	UNMSM		89	4014271	79	-	KL13	OCL10	si	blaOXA-23	r3-T1,r3-T15,r3-T18	
GCA_053373815.1	ensamblado_publico	PRJNA1339005	SAMN52617569	Peru	Lima	2024	2024-05-25	Bronchial secretion	clinical	Homo sapiens	UNMSM		79	3999542	1079	1483	KL107	OCL3	si	blaOXA-23	r3-T14	
GCA_053373835.1	ensamblado_publico	PRJNA1339005	SAMN52617568	Peru	Lima	2024	2024-05-18	Bronchoalveolar lavage fluid	clinical	Homo sapiens	UNMSM		75	3998671	1079	1483	KL107	OCL3	si	blaOXA-23	r3-T14	
GCA_053819165.1	ensamblado_publico	PRJNA1369536	SAMN53393083	Bolivia	Cochabamba	2016	2016-02	catheter	clinical	Homo sapiens	Hospital Viedma		2	4195019	25	1489	KL22	OCL5	si	blaOXA-23	ninguno	
GCA_053819305.1	ensamblado_publico	PRJNA1369536	SAMN53393081	Argentina		NA			clinical	Homo sapiens			2	4185827	991	-	KL81	OCL5	si	blaOXA-23	ninguno	
GCA_053819325.1	ensamblado_publico	PRJNA1369536	SAMN53393082	Argentina		NA		urine	clinical	Homo sapiens	Adriana Lymansky		2	4194574	25	490	KL9	OCL5	si	blaOXA-23	ninguno	
GCA_053819345.1	ensamblado_publico	PRJNA1369536	SAMN53393080	Bolivia	Cochabamba	2016	2016-07	exudate (leg)	clinical	Homo sapiens	Hospital Viedma		3	4242629	25	1528	KL49	OCL5	si	blaOXA-23	rP-T1	
GCA_054458955.1	ensamblado_publico	PRJNA723341	SAMN49025320	Chile	Talcahuano	2021	2021-05-20	blood	clinical	Homo sapiens	LIAA-UDEC		73	3894541	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_054458975.1	ensamblado_publico	PRJNA723341	SAMN49025319	Chile	San Carlos	2021	2021-03-17	blood	clinical	Homo sapiens	LIAA-UDEC		65	3852475	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_054458995.1	ensamblado_publico	PRJNA723341	SAMN49025321	Chile	Talcahuano	2022	2022-06-14	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		72	3894867	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_055403185.1	ensamblado_publico	PRJNA1420207	SAMN55211453	Brasil	Belem	2022	2022-02-20	SURVEILLANCE SWAB	clinical	Homo sapiens	Carlos H. Camargo		82	4000702	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403225.1	ensamblado_publico	PRJNA1420207	SAMN55211452	Brasil	Belem	2022	2022-02-07	SURVEILLANCE SWAB	clinical	Homo sapiens	Carlos H. Camargo		78	4003244	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403245.1	ensamblado_publico	PRJNA1420207	SAMN55211450	Brasil	Belem	2021	2021-03-26	urine	clinical	Homo sapiens	Carlos H. Camargo		49	3929246	986	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_055403305.1	ensamblado_publico	PRJNA1420207	SAMN55211449	Brasil	Sao Paulo	2023	2023-05-29	blood	clinical	Homo sapiens	Carlos H. Camargo		52	3916510	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055403365.1	ensamblado_publico	PRJNA1420207	SAMN55211448	Brasil	Belem	2022	2022-04-08	tracheal aspirate	clinical	Homo sapiens	Carlos H. Camargo		66	4233617	25	229	KL14	OCL6	no	ninguna	r3-T67	
GCA_055403405.1	ensamblado_publico	PRJNA1420207	SAMN55211447	Brasil	Belem	2022	2022-03-28	tracheal aspirate	clinical	Homo sapiens	Carlos H. Camargo		90	3765860	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_055403465.1	ensamblado_publico	PRJNA1420207	SAMN55211446	Brasil	Belem	2022	2022-02-08	urine	clinical	Homo sapiens	Carlos H. Camargo		76	4003191	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403485.1	ensamblado_publico	PRJNA1420207	SAMN55211445	Brasil	Belem	2022	2022-02-08	TRACHEAL SECRETION	clinical	Homo sapiens	Carlos H. Camargo		76	4003669	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403505.1	ensamblado_publico	PRJNA1420207	SAMN55211443	Brasil	Belem	2022	2022-02-11	blood	clinical	Homo sapiens	Carlos H. Camargo		76	4001939	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403515.1	ensamblado_publico	PRJNA1420207	SAMN55211444	Brasil	Belem	2022	2022-01-25	BIOPSY	clinical	Homo sapiens	Carlos H. Camargo		76	4002333	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403605.1	ensamblado_publico	PRJNA1420207	SAMN55211440	Brasil	Belem	2021	2021-12-31	TRACHEAL SECRETION	clinical	Homo sapiens	Carlos H. Camargo		116	4139203	79	-	KL33	OCL10	si	blaOXA-23	r1-T24,r3-T1,rP-T1	
GCA_055403625.1	ensamblado_publico	PRJNA1420207	SAMN55211439	Brasil	Belem	2022	2022-03-13	urine	clinical	Homo sapiens	Carlos H. Camargo		79	4001755	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_055403665.1	ensamblado_publico	PRJNA1420207	SAMN55211438	Brasil	Belem	2022	2022-03-28	urine	clinical	Homo sapiens	Carlos H. Camargo		75	4002463	15	236	KL9	OCL7	no	ninguna	r3-T14	
GCA_055403715.1	ensamblado_publico	PRJNA1420207	SAMN55211435	Brasil	Santarem	2023	2023-04-23	tracheal aspirate	clinical	Homo sapiens	Carlos H. Camargo		270	4071423	79	-	KL210	OCL10	si	blaOXA-23	r3-T14	
GCA_055404845.1	ensamblado_publico	PRJNA1420207	SAMN55211378	Brasil	Guarulhos	2021	2021-02-26	SURVEILLANCE SWAB	clinical	Homo sapiens	Carlos H. Camargo		100	4099927	79	-	KL9	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_055405025.1	ensamblado_publico	PRJNA1420207	SAMN55211369	Brasil	Pariquera-acu	2019	2019-02-18		clinical	Homo sapiens	Carlos H. Camargo		188	3786329	-	-	KL48	OCL5	no	ninguna	r1-T1,r1-T2,r3-T27,r3-T62	
GCA_055405425.1	ensamblado_publico	PRJNA1420207	SAMN55211349	Brasil	Ferraz de Vasconcelos	2021	2021-12-02	PERICATHETER	clinical	Homo sapiens	Carlos H. Camargo		55	3831484	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055405505.1	ensamblado_publico	PRJNA1420207	SAMN55211345	Brasil	Belem	2021	2021-08-10	SURVEILLANCE SWAB	clinical	Homo sapiens	Carlos H. Camargo		69	3843724	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_055405585.1	ensamblado_publico	PRJNA1420207	SAMN55211342	Brasil	Mogi das Cruzes	2021	2021-01-27	blood	clinical	Homo sapiens	Carlos H. Camargo		63	3906006	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_055405785.1	ensamblado_publico	PRJNA1420207	SAMN55211331	Brasil	Ferraz de Vasconcelos	2022	2022-01-26	urine	clinical	Homo sapiens	Carlos H. Camargo		83	4226197	1448	229	KL14	OCL17	si	blaOXA-23	r3-T1,r3-T67	
GCA_055405925.1	ensamblado_publico	PRJNA1420207	SAMN55211324	Brasil	Pariquera-acu	2019	2019-01-07		clinical	Homo sapiens	Carlos H. Camargo		84	3879685	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_055521135.1	ensamblado_publico	PRJNA1415282	SAMN54928456	Brasil		2021	2021-04-01	tracheal aspirate	clinical	Homo sapiens			84	4058226	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,r3-T15,r3-T3	
GCA_055521155.1	ensamblado_publico	PRJNA1415308	SAMN54929227	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			127	3920857	15	1619	KL167	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_055521185.1	ensamblado_publico	PRJNA1415317	SAMN54929644	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			110	3913045	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055521205.1	ensamblado_publico	PRJNA1415314	SAMN54929626	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			138	3884196	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055521235.1	ensamblado_publico	PRJNA1415320	SAMN54929647	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			93	4063417	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,r3-T15,r3-T3	
GCA_055521255.1	ensamblado_publico	PRJNA1415326	SAMN54929698	Brasil		2021	2021-04-01	blood culture	clinical	Homo sapiens			172	4256491	-	-	KL9	OCL7	si	blaOXA-23	rP-T1	
GCA_055521295.1	ensamblado_publico	PRJNA1415328	SAMN54929731	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			158	3826120	193	2459	KL92	OCL5	no	ninguna	r3-T15,r3-T43,r3-T7,r3-T76,rP-T1	
GCA_055521315.1	ensamblado_publico	PRJNA1415331	SAMN54929734	Brasil		2021	2021-04-01	tracheal aspirate	clinical	Homo sapiens			123	3918986	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055521335.1	ensamblado_publico	PRJNA1415333	SAMN54929789	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			125	3906516	1	-	KL17	OCL3	si	blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_055521355.1	ensamblado_publico	PRJNA1415334	SAMN54929804	Brasil		2021	2021-04-01	tracheal aspirate	clinical	Homo sapiens			130	3822253	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_055521375.1	ensamblado_publico	PRJNA1415335	SAMN54930093	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			106	3941051	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_055521395.1	ensamblado_publico	PRJNA1415336	SAMN54930414	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			138	3892660	1	-	KL17	OCL3	si	blaOXA-23	rP-T1	
GCA_055521415.1	ensamblado_publico	PRJNA1415338	SAMN54930440	Brasil		2021	2021-04-01	nasopharyngeal swab	clinical	Homo sapiens			198	4129408	-	-	KL77	OCL7	si	blaOXA-23	r3-T14	
GCA_055521435.1	ensamblado_publico	PRJNA1415340	SAMN54930445	Brasil		2021	2021-04-01	tracheal aspirate	clinical	Homo sapiens			124	3928938	143	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_057186615.1	ensamblado_publico	PRJNA962904	SAMN47601985	Chile	Santiago	2022	2022	Rectal swab	clinical	Homo sapiens		ILLUMINA	78	3987671	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_057186955.1	ensamblado_publico	PRJNA962904	SAMN47601861	Chile	Santiago	2022	2022	Rectal swab	clinical	Homo sapiens		ILLUMINA	101	4121390	1	-	KL1	OCL1	no	ninguna	r3-T13,r3-T14	
GCA_057205515.1	ensamblado_publico	PRJNA962904	SAMN47601953	Chile	Santiago	2022	2022	Rectal swab	clinical	Homo sapiens		ILLUMINA	73	3937714	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_057211905.1	ensamblado_publico	PRJNA962904	SAMN47601862	Chile	Santiago	2022	2022	Rectal swab	clinical	Homo sapiens		ILLUMINA	94	4131620	1	-	KL1	OCL1	no	ninguna	r3-T13,r3-T14	
GCA_058313035.1	ensamblado_publico	PRJNA1477026	SAMN60742658	Brasil	Rio de Janeiro	2023	2023	Pleural fragments	clinical	Homo sapiens	CBP		117	3917039	15	236	KL81	OCL7	si	blaNDM,blaOXA-23	r3-T14	
GCA_058666895.1	ensamblado_publico	PRJNA1477026	SAMN60894604	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		91	4092096	188	-	KL27	OCL1	si	blaOXA-23,blaOXA-407	r3-T43,rP-T1	
GCA_058666915.1	ensamblado_publico	PRJNA1477026	SAMN60894564	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		106	3920572	15	236	KL81	OCL7	si	blaNDM,blaOXA-23	r3-T14	
GCA_058666955.1	ensamblado_publico	PRJNA1477026	SAMN60894696	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		178	3964398	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_058666975.1	ensamblado_publico	PRJNA1477026	SAMN60895002	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		113	3999891	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_058667035.1	ensamblado_publico	PRJNA1477026	SAMN60895300	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		92	3801755	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_058667075.1	ensamblado_publico	PRJNA1477026	SAMN60895371	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		122	4297279	25	690	KL22	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_058667095.1	ensamblado_publico	PRJNA1477026	SAMN60895365	Brasil	Rio de Janeiro	2023	2023	blood	clinical	Homo sapiens	CBP		116	3888547	15	-	KL167	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_058667155.1	ensamblado_publico	PRJNA1477026	SAMN60895479	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		96	4090346	188	-	KL27	OCL1	si	blaOXA-23,blaOXA-407	r3-T43,rP-T1	
GCA_058667175.1	ensamblado_publico	PRJNA1477026	SAMN60895494	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		104	3712951	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_058667195.1	ensamblado_publico	PRJNA1477026	SAMN60895516	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		95	4216299	2742	-	KL14	OCL3	si	blaOXA-23	r3-T14,r3-T3	
GCA_058672075.1	ensamblado_publico	PRJNA1477026	SAMN60899101	Brasil	Rio de Janeiro	2023	2023	blood	clinical	Homo sapiens	CBP		160	4279689	2742	-	KL14	OCL3	si	blaOXA-23	r3-T14,r3-T3,rP-T1	
GCA_058672095.1	ensamblado_publico	PRJNA1477026	SAMN60899129	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		185	4095436	-	1338	KL27	OCL7	si	blaOXA-23	r3-T1,rP-T1	
GCA_058672115.1	ensamblado_publico	PRJNA1477026	SAMN60899139	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		110	3909380	231	-	KL17	OCL3	si	blaOXA-23	r3-T1,rP-T1	
GCA_058672145.1	ensamblado_publico	PRJNA1477026	SAMN60899191	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		201	4291576	2742	-	KL14	OCL3	si	blaOXA-23	r3-T14,r3-T3,rP-T1	
GCA_058672235.1	ensamblado_publico	PRJNA1477026	SAMN60899240	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		154	3908592	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_058672295.1	ensamblado_publico	PRJNA1477026	SAMN60899318	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		200	3971043	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_058672335.1	ensamblado_publico	PRJNA1477026	SAMN60899547	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		166	4177597	-	-	KL9	OCL7	si	blaOXA-23	rP-T1	
GCA_058672355.1	ensamblado_publico	PRJNA1477026	SAMN60899563	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		153	4022410	188	305	KL33	OCL1	si	blaOXA-23,blaOXA-407	r3-T3,r3-T43,rP-T1	
GCA_058672415.1	ensamblado_publico	PRJNA1477026	SAMN60900345	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		114	3863028	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T15,r3-T3	
GCA_058672435.1	ensamblado_publico	PRJNA1477026	SAMN60900353	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		134	3775173	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_058672455.1	ensamblado_publico	PRJNA1477026	SAMN60900332	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		84	3930484	231	-	KL17	OCL3	si	blaOXA-23	r3-T1,rP-T1	
GCA_058672535.1	ensamblado_publico	PRJNA1477026	SAMN60900363	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		154	3993869	2	-	KL9	OCL1	si	blaOXA-23	r3-T1,r3-T15,r3-T3	
GCA_058672555.1	ensamblado_publico	PRJNA1477026	SAMN60900389	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		148	3901440	1	-	KL17	OCL3	si	blaOXA-23	r3-T1,rP-T1	
GCA_058672575.1	ensamblado_publico	PRJNA1477026	SAMN60900373	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		157	3980272	1	-	KL17	OCL3	si	blaOXA-23	r3-T1,rP-T1	
GCA_058672635.1	ensamblado_publico	PRJNA1477026	SAMN60900470	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		133	3925915	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_058672675.1	ensamblado_publico	PRJNA1477026	SAMN60900548	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		89	3987664	2742	3385	KL9	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,rP-T1	
GCA_058672695.1	ensamblado_publico	PRJNA1477026	SAMN60900462	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		98	3717592	2	-	KL56	OCL1	si	blaOXA-23	r3-T1	
GCA_058672735.1	ensamblado_publico	PRJNA1477026	SAMN60900582	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		127	4005291	15	236	KL81	OCL7	si	blaOXA-23	r3-T14,rP-T1	
GCA_058672755.1	ensamblado_publico	PRJNA1477026	SAMN60900691	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		104	3786659	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_058672775.1	ensamblado_publico	PRJNA1477026	SAMN60900655	Brasil	Rio de Janeiro	2023	2023	urine	clinical	Homo sapiens	CBP		150	3911550	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_058672875.1	ensamblado_publico	PRJNA1477026	SAMN60902054	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		92	4097750	2742	3385	KL9	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,rP-T1	
GCA_058672895.1	ensamblado_publico	PRJNA1477026	SAMN60902061	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		133	4082038	2742	3385	KL9	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,rP-T1	
GCA_058672975.1	ensamblado_publico	PRJNA1477026	SAMN60902064	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		69	3903756	2	-	KL9	OCL1	si	blaOXA-23	r3-T1	
GCA_058673035.1	ensamblado_publico	PRJNA1477026	SAMN60902071	Brasil	Rio de Janeiro	2023	2023	bronchoalveolar lavage	clinical	Homo sapiens	CBP		90	4005677	1	-	KL17	OCL3	si	blaOXA-23	rP-T1	
GCA_058673075.1	ensamblado_publico	PRJNA1477026	SAMN60902074	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		186	3777140	216	-	KL81	OCL6	no	ninguna	r3-T13,r3-T21	
GCA_058673135.1	ensamblado_publico	PRJNA1477026	SAMN60902082	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		36	3738801	-	234	KL106	OCL8	no	ninguna	r1-T1,r3-T3,r3-T43	
GCA_058673155.1	ensamblado_publico	PRJNA1477026	SAMN60902089	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		116	3920415	2	-	KL56	OCL1	si	blaOXA-23	r3-T1,r3-T3	
GCA_058673175.1	ensamblado_publico	PRJNA1477026	SAMN60902087	Brasil	Rio de Janeiro	2023	2023	Rectal swab	clinical	Homo sapiens	CBP		38	3794180	729	3388	KL6	OCL2	no	ninguna	r3-T5,r3-T8	
GCA_058673275.1	ensamblado_publico	PRJNA1477026	SAMN60902667	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		106	4146091	2742	-	KL22	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,r3-T15,rP-T1	
GCA_058673285.1	ensamblado_publico	PRJNA1477026	SAMN60902668	Brasil	Rio de Janeiro	2023	2023	urine	clinical	Homo sapiens	CBP		109	4140824	2742	-	KL22	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,r3-T15,rP-T1	
GCA_058673315.1	ensamblado_publico	PRJNA1477026	SAMN60902666	Brasil	Rio de Janeiro	2023	2023	tracheal aspirate	clinical	Homo sapiens	CBP		101	3981030	2	-	KL7	OCL1	si	blaOXA-23	r3-T14	
GCA_058673385.1	ensamblado_publico	PRJNA1477026	SAMN60902689	Brasil	Rio de Janeiro	2023	2023	urine	clinical	Homo sapiens	CBP		130	4133187	2742	-	KL22	OCL3	si	blaOXA-23,blaOXA-407	r3-T14,rP-T1	
GCA_059036965.1	ensamblado_publico	PRJNA1404816	SAMN54724360	Argentina		NA			clinical	Homo sapiens	This study		1	4043524	1	-	KL1	OCL1	no	ninguna	ninguno	
GCA_059040385.1	ensamblado_publico	PRJNA1404816	SAMN54724522	Argentina	Buenos Aires	1993	1993		clinical	Homo sapiens	This study		1	3938999	15	104	KL77	OCL7	no	ninguna	ninguno	
GCA_059040405.1	ensamblado_publico	PRJNA1404816	SAMN54724524	Argentina	Buenos Aires	1994	1994		clinical	Homo sapiens	This study		1	3939731	15	104	KL77	OCL7	no	ninguna	ninguno	
GCA_059040425.1	ensamblado_publico	PRJNA1404816	SAMN54724525	Argentina	Buenos Aires	1994	1994		clinical	Homo sapiens	This study		1	3931275	15	104	KL77	OCL7	no	ninguna	ninguno	
GCA_059040505.1	ensamblado_publico	PRJNA1404816	SAMN54724523	Argentina	Buenos Aires	1994	1994		clinical	Homo sapiens	This study		1	3979625	15	104	KL77	OCL7	no	ninguna	ninguno	
GCA_059041325.1	ensamblado_publico	PRJNA1404816	SAMN54724504	Argentina	Buenos Aires	1998	1998		clinical	Homo sapiens	This study		1	4161999	79	-	KL77	OCL10	no	ninguna	ninguno	
GCA_059041335.1	ensamblado_publico	PRJNA1404816	SAMN54724505	Argentina	Buenos Aires	1998	1998		clinical	Homo sapiens	This study		1	4163008	79	-	KL77	OCL10	no	ninguna	ninguno	
GCA_059041385.1	ensamblado_publico	PRJNA1404816	SAMN54724359	Argentina		NA			clinical	Homo sapiens	This study		1	4098267	79	-	KL49	OCL10	no	ninguna	ninguno	
GCA_900519195.1	ensamblado_publico	PRJEB26670	SAMEA4663561	Venezuela		2016	2016-05-30	Cathether	clinical	Homo sapiens			99	3945162	2	-	KL16	OCL1	si	blaNDM-1,blaOXA-23	r3-T1,rP-T1	
SRR35795686	ensamblado_propio	PRJNA1322038	SAMN51434872	Colombia		2019	2019-12-31	hospital	clinical	Homo sapiens	IHMA	ILLUMINA	192	4035458	345	745	KL54	OCL6	no	ninguna	r3-T22,r3-T5,r3-T6,r3-T67	
SRR37377127	ensamblado_propio	PRJNA1015678	SAMN40283129	Peru		2012	2012-10	wound	clinical	Homo sapiens		ILLUMINA	26	3902934	158	499	KL6	OCL1	no	ninguna	r3-T3	
